id,trait,nIV,method,mean_F,min_F,b,se,OR,OR_L,OR_U,p,FDR
ebi-a-GCST90001723,CD19 on CD24+ CD27+ B cell,3,IVW,39.5816360176417,36.7669936589537,-0.0517536185701639,0.0362682240190512,0.949562792662793,0.884405741854166,1.01952017556919,0.153588931973051,0.819743476296854
ebi-a-GCST90001687,CD28- CD8+ T cell Absolute Count,3,IVW,35.248229084974,31.7367583836977,0.109237537182192,0.0766548049176592,1.11542727432724,0.959823485731025,1.29625709602792,0.15414045791514,0.819743476296854
ebi-a-GCST90001777,CD25 on CD24+ CD27+ B cell,4,IVW,98.7361823454788,30.4215227308102,-0.057906574991889,0.0407365958858758,0.943738112059118,0.871316229696536,1.02217954147727,0.155174991200194,0.819743476296854
ebi-a-GCST90001778,CD25 on IgD+ CD24+ B cell,3,IVW,98.1182976290437,38.2239959843488,-0.0669084553261914,0.0471480367062385,0.935280817395218,0.852724631417009,1.02582964671005,0.155865681815149,0.819743476296854
ebi-a-GCST90001547,Terminally Differentiated CD4+ T cell %T cell,6,IVW,50.2215633580863,31.6478666604443,-0.0682149785617909,0.0480954701580777,0.934059649191508,0.850031305588709,1.02639446631147,0.156096077915847,0.819743476296854
ebi-a-GCST90001792,CD25 on unswitched memory B cell,4,IVW,88.1177875941812,33.2763593951814,-0.0606242492448827,0.0428957916706253,0.941176821243879,0.86528183793311,1.02372865119031,0.157570090510422,0.819743476296854
ebi-a-GCST90001572,Terminally Differentiated CD4-CD8- T cell Absolute Count,1,Wald,50.705333993935,50.705333993935,0.519797828528641,0.36931785847997,1.68168762606678,0.815409225899475,3.46828706597779,0.159292863447854,0.819743476296854
ebi-a-GCST90001786,CD25 on IgD- CD27- B cell,2,IVW,71.8839116771958,62.500206269357,0.106405340764934,0.075605868517434,1.11227263458556,0.959078682051709,1.28993630741676,0.159318056621838,0.819743476296854
ebi-a-GCST90001585,CD14+ CD16+ monocyte %monocyte,3,IVW,245.595825252942,34.5325092482494,-0.0534501958295953,0.0380080137005534,0.947953151848455,0.879900978139568,1.02126852955593,0.159638760562903,0.819743476296854
ebi-a-GCST90001647,Natural Killer %lymphocyte,3,IVW,68.4469030349561,40.2497611028798,0.0785035584766801,0.0559661986836505,1.08166720424295,0.969291205135413,1.20707165662491,0.160707534891805,0.819743476296854
ebi-a-GCST90002080,SSC-A on T cell,1,Wald,32.2541552575735,32.2541552575735,-0.257526970954357,0.186285062240664,0.772960778542465,0.536523082853952,1.11359302937505,0.166838207062697,0.843257101389049
ebi-a-GCST90001800,CD27 on IgD+ CD24+ B cell,6,IVW,125.834096286456,32.7064376949037,-0.0457467003138081,0.0331895032785876,0.95528390466072,0.895119431368784,1.01949226720323,0.168095731907866,0.843257101389049
ebi-a-GCST90001645,Natural Killer Absolute Count,3,IVW,47.7122049644824,34.8753495346537,0.0897974431476122,0.0666802238412054,1.09395267365141,0.959929153595843,1.24668830788833,0.178080806993974,0.882376122514357
